defi_url,request_method,request_url,request_headers,request_post_data,request_resource_type
about:blank,GET,https://app.rulerprotocol.com/,"{""upgrade-insecure-requests"":""1"",""user-agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/69.0.3452.0 Safari/537.36"",""x-devtools-emulate-network-conditions-client-id"":""F6F05BAB6435702FA5C7B7B7A4056E05"",""accept"":""text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,image/apng,*/*;q=0.8""}",,document
https://app.rulerprotocol.com/,GET,https://app.rulerprotocol.com/static/css/main.ff5675f4.chunk.css,"{""user-agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/69.0.3452.0 Safari/537.36"",""x-devtools-emulate-network-conditions-client-id"":""F6F05BAB6435702FA5C7B7B7A4056E05"",""accept"":""text/css,*/*;q=0.1"",""referer"":""https://app.rulerprotocol.com/""}",,stylesheet
https://app.rulerprotocol.com/,GET,https://app.rulerprotocol.com/static/js/2.9c943bd0.chunk.js,"{""user-agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/69.0.3452.0 Safari/537.36"",""x-devtools-emulate-network-conditions-client-id"":""F6F05BAB6435702FA5C7B7B7A4056E05"",""accept"":""*/*"",""referer"":""https://app.rulerprotocol.com/""}",,script
https://app.rulerprotocol.com/,GET,https://app.rulerprotocol.com/static/js/main.1513b9fa.chunk.js,"{""user-agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/69.0.3452.0 Safari/537.36"",""x-devtools-emulate-network-conditions-client-id"":""F6F05BAB6435702FA5C7B7B7A4056E05"",""accept"":""*/*"",""referer"":""https://app.rulerprotocol.com/""}",,script
https://app.rulerprotocol.com/,GET,https://fonts.googleapis.com/css2?family=Quicksand:wght@600;700&display=swap,"{""user-agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/69.0.3452.0 Safari/537.36"",""x-devtools-emulate-network-conditions-client-id"":""F6F05BAB6435702FA5C7B7B7A4056E05"",""accept"":""text/css,*/*;q=0.1"",""referer"":""https://app.rulerprotocol.com/""}",,stylesheet
https://app.rulerprotocol.com/,OPTIONS,https://api.tor.us/latestversion?name=@toruslabs/torus-embed&version=1.9.15,"{""access-control-request-method"":""GET"",""origin"":""https://app.rulerprotocol.com"",""x-devtools-emulate-network-conditions-client-id"":""F6F05BAB6435702FA5C7B7B7A4056E05"",""user-agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/69.0.3452.0 Safari/537.36"",""access-control-request-headers"":""x-api-key"",""accept"":""*/*"",""referer"":""https://app.rulerprotocol.com/""}",,xhr
https://app.rulerprotocol.com/,GET,https://app.rulerprotocol.com/images/ruler_logo_circle.png,"{""user-agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/69.0.3452.0 Safari/537.36"",""x-devtools-emulate-network-conditions-client-id"":""F6F05BAB6435702FA5C7B7B7A4056E05"",""accept"":""image/webp,image/apng,image/*,*/*;q=0.8"",""referer"":""https://app.rulerprotocol.com/""}",,image
https://app.rulerprotocol.com/,GET,https://fonts.gstatic.com/s/quicksand/v24/6xKtdSZaM9iE8KbpRA_hK1QNYuDyPw.woff2,"{""origin"":""https://app.rulerprotocol.com"",""x-devtools-emulate-network-conditions-client-id"":""F6F05BAB6435702FA5C7B7B7A4056E05"",""user-agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/69.0.3452.0 Safari/537.36"",""accept"":""*/*"",""referer"":""https://fonts.googleapis.com/css2?family=Quicksand:wght@600;700&display=swap""}",,font
https://app.rulerprotocol.com/,GET,https://api.tor.us/latestversion?name=@toruslabs/torus-embed&version=1.9.15,"{""origin"":""https://app.rulerprotocol.com"",""x-devtools-emulate-network-conditions-client-id"":""F6F05BAB6435702FA5C7B7B7A4056E05"",""user-agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/69.0.3452.0 Safari/537.36"",""x-api-key"":""torus-default"",""accept"":""*/*"",""referer"":""https://app.rulerprotocol.com/""}",,xhr
https://app.rulerprotocol.com/,GET,https://api.rulerprotocol.com/backend_data/production,"{""origin"":""https://app.rulerprotocol.com"",""x-devtools-emulate-network-conditions-client-id"":""F6F05BAB6435702FA5C7B7B7A4056E05"",""user-agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/69.0.3452.0 Safari/537.36"",""accept"":""*/*"",""referer"":""https://app.rulerprotocol.com/""}",,xhr
